GEO_NAME,0 to 4 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,5 to 9 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over,High (secondary) school diploma or equivalency certificate,"No certificate, diploma or degree","Postsecondary certificate, diploma or degree",Immigrants,Non-immigrants,Non-permanent residents,Married or living common-law,Not married and not living common-law,With children,Without children,Apartment in a building that has fewer than five storeys,Apartment in a building that has five or more storeys,Apartment or flat in a duplex,Movable dwelling,Other single-attached house,Row house,Semi-detached house,Single-detached house,"$10,000 to $19,999","$100,000 and over","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","Under $10,000 (including loss)"
Courtenay,-0.23784551810688065,-0.2277101953822374,-0.2262325937373207,-0.23788223708346187,-0.23153389110419412,-0.22623555407564047,-0.219626561798425,-0.2186263180349423,-0.21518092628133922,-0.22744903765721838,-0.21409805497866313,-0.20664733688856818,-0.19574044570631355,-0.18111459406467756,-0.16119756362174614,-0.15570848984910937,-0.16226629762702102,-0.17283555114840043,-0.20657806347756336,-0.22712237681632294,-0.20528960193607104,-0.17547586346359167,-0.2306834977935273,-0.2031502238701781,-0.2087338362997034,-0.21362798556995624,-0.2173666534299255,-0.19043684867695462,-0.1933680167224338,-0.17593426590827313,-0.207622070375384,0.3200563706877853,-0.1881236205311759,-0.2091860447617869,-0.10533764399898178,-0.2095547487172015,-0.19751117291258952,-0.21874804550280824,-0.1971261025872613,-0.19808893434119615,-0.21026106224172833,-0.2146715495915201,-0.2176355276387769,-0.21457233182627156,-0.2227259978196951,-0.22660303470461357,-0.19989714129356445
Cowansville,-0.2914248698427509,-0.28897082312604483,-0.28412644448789187,-0.28120024486428175,-0.27328113620024963,-0.27787423491163993,-0.2821495694777731,-0.2800770822644594,-0.27839302073360406,-0.2927567385640602,-0.2755818464471666,-0.28738853205568077,-0.29733640956710383,-0.30437326538575604,-0.2982637554438297,-0.2941708813264775,-0.2830007551850178,-0.27906453969702977,-0.3040790304085844,-0.2779281527994854,-0.27862743743015866,-0.20325299550094916,-0.33386481734118734,-0.2226204135230028,-0.29187485440020056,-0.2772536241753393,-0.27158911191594043,-0.31780806687767843,-0.20033432713547542,-0.17660896558458689,-0.22455433043548242,-0.6143603652423887,-0.17967811568129147,-0.28201683002878153,-0.26240794251762434,-0.3673981593925448,-0.270029175754745,-0.27644421680418946,-0.271662244693464,-0.2866628909769271,-0.29425108060356137,-0.30170736791843245,-0.3057075386277326,-0.30343500752365543,-0.29963328026911784,-0.3020330066660928,-0.26471496038305464
Cranbrook,-0.2788916881501497,-0.2688158114008095,-0.26487368850058246,-0.2623359511532795,-0.2587060381617265,-0.26216704173488464,-0.26654517633014485,-0.26512959907349576,-0.2612158211541843,-0.27688237203233323,-0.25591152924974775,-0.2653781117807054,-0.27466523386069835,-0.27676922761684386,-0.28001166331899396,-0.2756923537618562,-0.2685415387110062,-0.27374450957585444,-0.27387961587242743,-0.2717447647563653,-0.26156575416771904,-0.19613767103817778,-0.3083130540842004,-0.2093189968294889,-0.27175779761172364,-0.26447819950674856,-0.2542070765369444,-0.2869018154025028,-0.2276003162789931,-0.1766933030441261,-0.23992361264387949,0.19579882601621962,-0.19656912538106033,-0.26191017151948853,-0.25100767891546477,-0.3150752295826282,-0.2574208408198409,-0.24612798667557212,-0.25967138593911127,-0.2700798343219677,-0.28120230313377986,-0.28199269092288987,-0.2843997940336304,-0.2802299768253507,-0.2757808767268331,-0.271917308905353,-0.24425164249743034
Dawson Creek,-0.2790483529213072,-0.28114749620638113,-0.27531356322609535,-0.26978851163170015,-0.263286783259548,-0.26668414304061816,-0.2722386711272525,-0.2760910867468691,-0.27243825821273854,-0.2803635927629751,-0.2713105775700128,-0.28357484537437316,-0.2984275356706207,-0.31072071792085354,-0.313532332509798,-0.312396278376515,-0.30143625618938263,-0.30085950180636084,-0.2958632890627231,-0.2760157647449122,-0.2766756077867238,-0.19857501174958386,-0.32955206421392774,-0.2071984811247258,-0.290325084859741,-0.2756843594128982,-0.26429221651793183,-0.3183543895047649,-0.23082129851298008,-0.1766933030441261,-0.24461254619898368,-0.2465580330145542,-0.2641331641801359,-0.2703996495567456,-0.26240794251762434,-0.34260007466454107,-0.2738839533144609,-0.2565384657008709,-0.27690447942526647,-0.2894922276573941,-0.29948897015129056,-0.30013915497560517,-0.2991731636188746,-0.29390115770187136,-0.2851435024163281,-0.28401987903350073,-0.25671660770694765
Dolbeau-Mistassini,-0.2939315061812712,-0.2855232553309388,-0.28236386823553256,-0.2810837986068064,-0.2773413420824096,-0.2810567381043158,-0.283414790543797,-0.2787484170919293,-0.2786220500613297,-0.29261748973483453,-0.2769306681978468,-0.28292107051472043,-0.29151707034834734,-0.30053527082965065,-0.2975617519005668,-0.2961959254431483,-0.2920377654812751,-0.2848994114428349,-0.30989382451181957,-0.2760157647449122,-0.2747958900759281,-0.2045101501836744,-0.3318903038612372,-0.2210782202831751,-0.28947158859108213,-0.2798690654460744,-0.26992803003671895,-0.3135155319505707,-0.22715087689750654,-0.1766933030441261,-0.21960490057176135,-0.5398058384394492,-0.1458960962817537,-0.28268705197909133,-0.2614579205507777,-0.3511404938862187,-0.2683427105723693,-0.27457566928682814,-0.2729878672693221,-0.2889420788584144,-0.29719165017421634,-0.30069923102661494,-0.3027244543845583,-0.3010965160579348,-0.29539780674291777,-0.2964039042809078,-0.2615987190806753
Drummondville,-0.15073990534330212,-0.14921172866289975,-0.15681420595209244,-0.17500125804678793,-0.17333760679323398,-0.1728516295533349,-0.17249707708903445,-0.13990290656253393,-0.16044291695492147,-0.15490039763064145,-0.1635172393281575,-0.1523840235373913,-0.14530617247709066,-0.12767790062967108,-0.11977935456923434,-0.11951082626361824,-0.13479378632639902,-0.15687546078487455,-0.18692030792856182,-0.080505959299041,-0.153551693998518,-0.18945850228165803,-0.1260732540169559,-0.18078842189267647,-0.13865730055718622,-0.15333200489000903,-0.1683647379928923,-0.14150195050792652,-0.0431803567423432,-0.16842823200928278,-0.06851704157395988,-0.1720035062116148,0.006122991016166219,-0.24895254714683307,-0.13098823710384075,-0.1474566402800635,-0.12523409366791624,-0.22603156745823708,-0.12174638247823978,-0.13843708599468346,-0.11653040717710066,-0.12808379210541557,-0.15712153299152667,-0.1856110144431161,-0.18884220961009435,-0.2178779260075768,-0.17943382340794015
Duncan,-0.25241534182452957,-0.24309165169886437,-0.23992645539026608,-0.24836240025624087,-0.24642131267211415,-0.24327734536545342,-0.24261141116452598,-0.24187795855421904,-0.23774031506231055,-0.24610838077345892,-0.23084592504960832,-0.23040115678928416,-0.227504338942026,-0.21890407892479263,-0.20998680987851853,-0.21671294386381817,-0.21070467281495986,-0.2191712973650885,-0.23366374955843952,-0.229927212629697,-0.23526893606528315,-0.18339508275749347,-0.264821796644245,-0.21375280239399352,-0.23957200411203547,-0.23252957844576885,-0.23427409398628682,-0.24046439210015558,-0.20303096342439475,-0.17652462812504766,-0.20501710728921502,0.1709473170819065,-0.13745059143186927,-0.23085655448846937,-0.21015673434105978,-0.2640385074868197,-0.21798967869858027,-0.23880633109733998,-0.2235782985327932,-0.2286614890273535,-0.24040190034094194,-0.2460358084480651,-0.25428484834063264,-0.2503692396476873,-0.2496992765918115,-0.2505267198416499,-0.2103884870115749
Edmonton,2.3062337007200115,2.0545796849779645,1.8709619809929732,1.75800661604356,1.7752488931141737,2.0457637413150223,2.1504488001308593,1.9774357679618901,1.7793209742170248,2.221241624276286,1.6189507041956608,1.6141156472442948,1.7370075923231842,1.7247449333921423,1.5209784269220066,1.3858563439665617,1.3559514321441961,1.3517821132555137,2.121627980657141,1.770048214843,1.6571933569588466,1.2955661567783618,2.249902983155997,0.7618771959520044,1.8231487938114554,1.6832308554201878,1.7976443147713685,1.9335874793455325,1.3294824208811782,0.3448495467463949,0.3175384877962846,5.8370913541053016,-0.04455003808314042,1.7878519598445481,2.1534979191733514,2.7931743323309526,1.2949302056240861,2.0142806386123815,1.6360894086812203,1.7029895368759251,1.7311581039841433,1.8254614738165291,2.0175468802825427,2.080746983757976,2.020960372769986,2.1995400933101283,1.5052062246583289
Edmundston,-0.29173819938506595,-0.28260608258123365,-0.2762626427465965,-0.2736312381283858,-0.2702620087494127,-0.27407576335909123,-0.27635063959183015,-0.2718836470338571,-0.26533834905324505,-0.2908072549549008,-0.2629928434408186,-0.269191798462013,-0.2745439976269743,-0.2789834552453662,-0.2763261447168637,-0.2799955725097817,-0.2710719015939583,-0.2661934990812831,-0.2903110985641501,-0.26517889910233045,-0.2683538907601577,-0.20205570532692513,-0.31786086597738056,-0.21298170577407968,-0.2788103720422206,-0.2671037001669865,-0.2626311346387104,-0.29712585313797757,-0.22123325837460023,-0.17458486655564565,-0.22116787842346275,-0.2962610508831805,-0.21346013508082923,-0.27397416662506435,-0.26177459453972657,-0.3262395125410863,-0.25613591496660226,-0.2708004406293022,-0.25816499664836345,-0.2716516880333383,-0.27982391114753535,-0.2892736795860164,-0.29732649242071907,-0.2935413897840682,-0.2873726990090649,-0.29471517356535226,-0.25214612046345797
Elliot Lake,-0.30301806290840705,-0.298783131465962,-0.29348165690426053,-0.28760478902542447,-0.28171387149396654,-0.2851631938368009,-0.29037350640692844,-0.29004207105843516,-0.2868671058594512,-0.3030611519267602,-0.28153914251267065,-0.29131118121359717,-0.2967302283984834,-0.30009242530394614,-0.291594721782832,-0.2891082710348004,-0.281916313949467,-0.29330849131178943,-0.3052419892292314,-0.2823903915934896,-0.28406467715115596,-0.2009182796616023,-0.3435425314369958,-0.22377705845287357,-0.29901727054318783,-0.28245432854830105,-0.2781147907271676,-0.31882266604226756,-0.2338924676198049,-0.1669944951971161,-0.25060396129717233,-0.6491524777504271,-0.28102417387990475,-0.2585590617679397,-0.2136401482194974,-0.36925029850086044,-0.2684230184381967,-0.27674928578661584,-0.2703968776892358,-0.29334326925025195,-0.3063809300825132,-0.3121247824672134,-0.31437268809600083,-0.31117001775642367,-0.3067667093658759,-0.30512901297794454,-0.26346846386210293
Essa,-0.26855181325375366,-0.2688158114008095,-0.2671785959075139,-0.2673431402247184,-0.25964300874991725,-0.2573419562492147,-0.26021907100002534,-0.26568320956205,-0.2612158211541843,-0.26922368642492106,-0.25973319087667485,-0.27126208551758,-0.2926081964518642,-0.3080636447666267,-0.3098468139076677,-0.3108774952890119,-0.3064969819552867,-0.31046987879945165,-0.28172020921162844,-0.2785018692158574,-0.26998842789998,-0.19509431817224257,-0.31762704201264963,-0.2204998978182397,-0.27874299075785275,-0.2744671732830561,-0.24655423502195978,-0.31242288669639784,-0.243705227448928,-0.1757655909891947,-0.24513353881621747,-0.529865234865724,-0.25568765933025145,-0.26459105932072763,-0.23264058755642997,-0.3333908274315272,-0.2675396319140952,-0.2560808622272314,-0.2726865894111725,-0.28634852023465296,-0.29112672543474044,-0.29005778605743,-0.2807064516373194,-0.2739340382637952,-0.27221416217845407,-0.2733245845016492,-0.2495492527114752
Estevan,-0.2903282164446483,-0.2876448355125425,-0.2826350338128186,-0.28050156731942977,-0.27328113620024963,-0.27530770007883676,-0.2806734782340785,-0.27985563806903774,-0.2780494767420157,-0.2912250014425778,-0.2779422845108569,-0.2903305189241181,-0.30667159956385903,-0.31751101598165543,-0.3217808741431372,-0.3174588886681921,-0.30794290360268783,-0.30257564055512703,-0.3006276687473093,-0.28952997366389643,-0.28364642794184847,-0.19889999051110466,-0.3408275754020643,-0.21934325288836892,-0.2968011749684245,-0.28491887897649376,-0.26838559686315616,-0.3258468141048075,-0.23314340198399397,-0.17593426590827313,-0.24930147975408784,-0.3708155776861199,-0.2641331641801359,-0.27866572027723274,-0.2728581841529372,-0.35839470539378826,-0.2829587421529588,-0.2591315520514948,-0.2853402594534543,-0.29860897918334334,-0.30592146608709836,-0.3083162653203473,-0.30670190004212405,-0.3016361679346396,-0.2927227708316335,-0.2904933467764635,-0.26326071444194427
Fort St. John,-0.24881205208790674,-0.25635152783388765,-0.25673872118200103,-0.24964330908846943,-0.2376762538490003,-0.24122411749921088,-0.24862121122813952,-0.2550538881818092,-0.25629169060808393,-0.25850152657454406,-0.25714794918787126,-0.27387718495619096,-0.2911533616471751,-0.30629226266380877,-0.31440983693887664,-0.3126494088910989,-0.3032436582486341,-0.30635114580241274,-0.2706908578158146,-0.26039792896589736,-0.264902132917827,-0.19190439506573567,-0.3054681958466406,-0.19659590260091037,-0.2726187806897567,-0.2636533295675167,-0.24578301843517839,-0.30251103331925816,-0.22108344524743806,-0.17424751671748878,-0.24070510156973018,0.44928421714621364,-0.25568765933025145,-0.2444844008114346,-0.21934028002057718,-0.33014958399197486,-0.2684230184381967,-0.22225633880071113,-0.27075841111901533,-0.282183107899521,-0.28735912067233876,-0.2865853145411697,-0.28127465815982877,-0.27465357409940155,-0.26285153648895915,-0.2522154505572054,-0.23895403228338546
Fredericton,-0.15684983141844522,-0.15067031503775233,-0.14108660246950167,-0.11561366673437361,-0.13971077346149852,-0.15016346163135505,-0.14571656452486173,-0.1448854009595218,-0.13593677888828257,-0.14696321436477794,-0.13856403694057473,-0.14137881339990363,-0.15318652766915675,-0.1465726430597286,-0.14312097238272617,-0.14710205235325832,-0.14527671827005742,-0.1764394425208095,-0.13522491261076766,-0.17612536202770313,-0.13828319412770698,-0.16415291924639297,-0.12053942018499024,-0.15534223343551942,-0.13999743943516813,-0.14921771458335265,-0.1438637802743757,-0.12401962644116052,-0.0954651381219458,-0.16969329390237103,-0.10863347310096234,2.675979417660671,0.03990501041570398,-0.22795225937046038,-0.22504041182165693,-0.1153528957359259,-0.13985012524850574,-0.17363596972651346,-0.13831666467646592,-0.1297918905821454,-0.12489265189365077,-0.14085352606843746,-0.13950713079373556,-0.13668257762188446,-0.13712484865859847,-0.15792798560535637,-0.13746844053589843
Gander,-0.2964381425197914,-0.2892360206487453,-0.2819571198696035,-0.28015222854700383,-0.2767166950236158,-0.2787981874514491,-0.28299305018845566,-0.2821808021209654,-0.27404146350681774,-0.2954024663193481,-0.27074856850722945,-0.28902296920481263,-0.30351945748703263,-0.3142634821264893,-0.31072431833674635,-0.3096118427160926,-0.2952910891879277,-0.2967407688093219,-0.30606731484388416,-0.2915698542554412,-0.27854571057316757,-0.20367204706185757,-0.33661874403690734,-0.22127099443815357,-0.2940984367843381,-0.2839833557527308,-0.2684449212159855,-0.31960312693810533,-0.23816214174392716,-0.17644029066550845,-0.22820127875611904,-0.5994494598818008,-0.28102417387990475,-0.27285713004121476,-0.26082457257287994,-0.3555650484227505,-0.2747673398385625,-0.26782601805064543,-0.27991725800676215,-0.2926359350801352,-0.30279711091827743,-0.30708409800812586,-0.3075542098258881,-0.3028953556469507,-0.2969582443578336,-0.291056257014982,-0.26139096966051667
Granby,-0.18207285957480518,-0.1713557218083886,-0.18067677675326463,-0.20341414487076653,-0.1959290087529448,-0.19389721518232075,-0.19021017201336915,-0.17245520328952135,-0.17968138048387164,-0.17481298020991304,-0.17442021514615538,-0.15380053573330557,-0.1352435650779909,-0.13535388974188195,-0.13188891569051958,-0.12507969758446302,-0.1391315512686025,-0.15309995553758884,-0.18763308914121643,-0.11492894428135937,-0.17194504428369528,-0.18713233851498276,-0.15356056009310454,-0.198523644150695,-0.15366835335245835,-0.1711170055310078,-0.18485690807944827,-0.1463408080621207,-0.030296427806395274,-0.16792220725204748,-0.1190533254456383,0.16100671350818124,0.5719718159584237,-0.25967609835178934,-0.08538718269520258,-0.20569612557487726,-0.15342215457333883,-0.21115945456495308,-0.14633065570324438,-0.15439140116509462,-0.14492528209373787,-0.15194303187843014,-0.16891181833359656,-0.18363229089519864,-0.19486104041048397,-0.2128117338609103,-0.19034066796626783
Grand Falls-Windsor,-0.2970648016044215,-0.28976641569414624,-0.28399086169924886,-0.2800357822895285,-0.2772372342392773,-0.2808514153176916,-0.28468001160982087,-0.28107358114385694,-0.2761027274563481,-0.2967949546116048,-0.27254699750813627,-0.28662579471941924,-0.2981850632031725,-0.30614464748857395,-0.30598579441972173,-0.30277731882232856,-0.2880614809509219,-0.3000014324319777,-0.3042290896112485,-0.28436652591654865,-0.27897357470682693,-0.20398847375070678,-0.3351768295877332,-0.2204998978182397,-0.2940610027374671,-0.2821324280842106,-0.2695720839197429,-0.31757392860892714,-0.239660273015549,-0.1766933030441261,-0.21413447809080646,-0.6441821759635644,-0.247242154480367,-0.2614633568859487,-0.2598745506060333,-0.3556164967313148,-0.2705110229497095,-0.2721732510502207,-0.27455451213169985,-0.2898065983996682,-0.2993970773522076,-0.30652402195711614,-0.309542932654671,-0.3077522225372935,-0.3031999948174969,-0.29274498773053753,-0.25754760538758215
Grande Prairie,-0.16750303585715626,-0.19044994344282207,-0.20060744668378916,-0.19992075714650687,-0.17916764600864324,-0.17059307890046813,-0.17239164200019913,-0.192274458779762,-0.20143916661780337,-0.1808006798666171,-0.21983054741905375,-0.23454173090041816,-0.25296394802408567,-0.2702741599065116,-0.2886112067239647,-0.28961453206396814,-0.2811933531257664,-0.27340128182610124,-0.2049649270489239,-0.20328127240264318,-0.22281760902957767,-0.16812963303868708,-0.229787172595392,-0.18580054992211648,-0.22085498067653409,-0.21439249917217112,-0.19387420970950764,-0.25443464213565165,-0.17846161056979637,-0.17399450433887115,-0.19563924017900663,0.18088792065563175,-0.2725786690300203,-0.23711195935802717,-0.17215585566719463,-0.23903462952455864,-0.2405561889960838,-0.17237756017400482,-0.22508468782354105,-0.22488904012006417,-0.23608293878404243,-0.23024166380959066,-0.22189707655759733,-0.21457233182627156,-0.2024403088257894,-0.18325894633868894,-0.20934973991078176
Greater Sudbury / Grand Sudbury,-0.07162419590875684,-0.06103355236499514,-0.0585166841859001,-0.04714326733888418,-0.061317567582870644,-0.07747919516636977,-0.07939789364744194,-0.0693729303207278,-0.05451685288183272,-0.05756546600189426,-0.05044101589613825,-0.02053942684075671,-0.020554087974998494,-0.022723511037710805,-0.025886380657819875,-0.020536795061331308,-0.003576396824743805,-0.015637241761414244,-0.04361376938431388,-0.002926750551853133,-0.06038788449082057,-0.16613700010620422,0.030679733894615806,-0.08710018257314375,-0.044068950923536465,-0.04894572001916952,-0.0704202314716553,-0.009682105200927417,-0.0653526995623466,-0.09589801680555574,-0.019543735553982856,-0.062656866900637,-0.05299554293302486,-0.15445125215315594,-0.0746202670709408,0.06703135812459952,-0.04741577168115135,-0.020071870697655418,-0.07474703660690742,-0.055128839292043895,-0.03152956802535497,-0.022789494515585988,-0.023450948571192298,-0.03306941729457047,-0.049963261882586034,-0.03577646384684152,-0.0806489741225152
Guelph,-0.05266775859869747,-0.06209434245579701,-0.03804368310080349,-0.022689553269066524,-0.039559028368218285,-0.04955529618547147,-0.057678265347364865,-0.06594054529169172,-0.05188301561298835,-0.05672997302654021,-0.0529138557723852,-0.061182430615834976,-0.07862624392883925,-0.09136456752190422,-0.08643418626424602,-0.08230064061979168,-0.07189619466444858,-0.05201938323525821,-0.04961613749087924,-0.07177272051648986,-0.06005616960068015,-0.06020247592309232,-0.04830080530339165,-0.11967901476450389,-0.05684893452529681,-0.06416557633694732,-0.04111400117396233,-0.06626552014916563,-0.12797458671613998,-0.06688593072406492,-0.059399670772368414,-0.5845385545212128,-0.17967811568129147,0.11363752797075077,-0.11863795153483457,-0.04306802220305193,-0.060505953811019954,-0.032541565354331996,-0.0791456933358911,-0.073755305771785,-0.0630487981108131,-0.03365496990517478,-0.030269426841305,-0.04638083025328789,-0.04595070801565963,-0.03915392527795253,-0.0667297629718875
Halifax,0.34479076582791907,0.3317239787543935,0.32897892575586224,0.4812898490841278,0.4636982853333583,0.41950460985763266,0.3812480094740956,0.3637719159240846,0.37880663517499735,0.35753529391984445,0.3820811588219632,0.4344878754775458,0.4420833799161421,0.44506897928144823,0.4488435154737243,0.4067475135562143,0.3286241016656725,0.2428132538027792,0.42168230327649947,0.3052864575768678,0.4301895932537992,0.014020962793725965,0.6504301524139805,0.43261893924879075,0.42569839007005134,0.3954680488262404,0.30284859653053936,0.5857315122337062,0.37067840704319327,0.301078405245541,0.09663761808915414,4.122337237637695,0.08213253466512618,0.05153029390871238,0.5308603997993103,0.6269433002301279,0.3797417666548677,0.26341348122201946,0.3954874443929358,0.4668051855685499,0.4865620332044204,0.4668289892771216,0.46492255752562983,0.46772752428744724,0.5178131102875002,0.4654951035538842,0.3574945529920194
Hamilton,0.909253936308447,0.8617212278712729,0.9043922807568557,0.8123465590864687,0.7774793245341344,0.8054087873179147,0.8153242702091311,0.7971382063643186,0.8332008213825823,0.8717812202502642,0.8710290434435175,0.9279789320387508,0.9406067729896144,0.9482891116569652,0.9964062792187955,1.0372956253845946,1.0714663480180182,1.1618055537670926,0.994683368649495,0.9672914558016386,0.8050995310451087,0.5510569182795333,1.088369448134774,0.3312197337301196,0.8803498629371282,0.8608053478375313,0.8750319795695043,0.9449776625878311,0.13584633021646805,0.6606933327207645,0.17921494792071116,-0.49010282057082294,0.6564268644572681,1.6707865258571089,0.35700637986637734,1.3454189293309,0.8770883797240472,0.8894913004064723,0.8234225141085799,0.8871974606746056,0.902376949054852,0.9102972064666273,0.9488924630730041,0.9516153737327158,0.9161705414095827,0.9552270110649806,0.7666570359944261
Hawkesbury,-0.30066809134104433,-0.29493776738680527,-0.28900742487904074,-0.2848100788460167,-0.2769249107098804,-0.2834179501504947,-0.28900285025206923,-0.2877169070065075,-0.28137040199403685,-0.30097241948837505,-0.2779422845108569,-0.2882602318685511,-0.30085226034510254,-0.3040780350352864,-0.30545929176227454,-0.29568966441398065,-0.29384516754052653,-0.2917639664378998,-0.30302861598993547,-0.27964930204860133,-0.2850550143594012,-0.20254317346920636,-0.3410743895870581,-0.22300596183295973,-0.2992418748244139,-0.2796075213190009,-0.2764537088479461,-0.3239737079547968,-0.22123325837460023,-0.1766933030441261,-0.20501710728921502,-0.6441821759635644,-0.22190563993071366,-0.2715166861405952,-0.23644067542381647,-0.373160369951749,-0.27083225441301917,-0.2784271651899607,-0.27322888955584174,-0.2918500082244499,-0.3032565749136923,-0.3083162653203473,-0.3111055005915718,-0.30739245461949033,-0.3047604324324127,-0.3031588271431298,-0.2654420833536098
Hawkesbury (Ontario part),-0.3036447219930371,-0.29758974261380994,-0.29144791507461515,-0.28667321896562187,-0.27911117541565883,-0.2857791621966736,-0.29079524676226975,-0.29004207105843516,-0.2834316659435672,-0.30333964958521153,-0.28030272257454714,-0.29076636883055323,-0.30448934735682537,-0.3083588751170963,-0.31002231479348347,-0.30176479676399315,-0.29745997165902943,-0.29433817456104916,-0.3069301552592029,-0.28436652591654865,-0.28717510517899436,-0.20270566284996674,-0.34565993733983713,-0.22300596183295973,-0.30211680962410686,-0.2826253381698491,-0.27823343943282625,-0.3277979663444019,-0.22505349311723596,-0.1766933030441261,-0.2110085223874037,-0.6491524777504271,-0.2303511447805981,-0.27375075930829446,-0.240240763291203,-0.3775849244882808,-0.27404456904611574,-0.27907543677761665,-0.2770852461401562,-0.29570104981730777,-0.3071160724751769,-0.3114526912060018,-0.31380448157349145,-0.30973094608521096,-0.30654378970660223,-0.30512901297794454,-0.26751957755519606
Hawkesbury (Quebec part),-0.31132129577975537,-0.3072694521923769,-0.3013454586455559,-0.2937764406716165,-0.2878562342387727,-0.2923494913686497,-0.29891374860258985,-0.29757117370277236,-0.29442507367439585,-0.31197307699720345,-0.2924421183306685,-0.3077645151815243,-0.32315972735033577,-0.33389630043272095,-0.3333639326069753,-0.3291028923390494,-0.3209561984292983,-0.32025186966741914,-0.32508731878156316,-0.31012001838480163,-0.2953333684915782,-0.20489499345389642,-0.3650023753111913,-0.22435538091780896,-0.3144999923290346,-0.2982173918992315,-0.2846404695383948,-0.34645098175492456,-0.24333069463102255,-0.1766933030441261,-0.24747800559376956,-0.6441821759635644,-0.2725786690300203,-0.2833572739294011,-0.2798250119098125,-0.3918875542691626,-0.29339876471052273,-0.2833845361543887,-0.2959452400603191,-0.3122841064722672,-0.32227838432386674,-0.3247825012200334,-0.32516861202367925,-0.3205239836193062,-0.31367721880336025,-0.31160248072090735,-0.27624505320185816
High River,-0.29299151755432606,-0.2841972677174365,-0.27816080178759883,-0.28131669112175706,-0.2770290185530127,-0.27982480138457033,-0.2823604396554437,-0.27830552870108594,-0.27690433010338766,-0.2919212455887062,-0.27670586457273344,-0.2903305189241181,-0.3025495676172399,-0.3101302572199142,-0.30335328113248583,-0.2979678390452353,-0.29059184383387393,-0.2955394716851855,-0.2989019879166718,-0.2915698542554412,-0.279430283613542,-0.1932556225478485,-0.3402040448294485,-0.21857215626845508,-0.2943230410655641,-0.28245432854830105,-0.2683262725103268,-0.3192909425797702,-0.23621457109081875,-0.1766933030441261,-0.24773850190238644,-0.37578587947298253,-0.2725786690300203,-0.25297387884869166,-0.21775691007583278,-0.36631774491269403,-0.277578115142522,-0.2698852336820232,-0.2766634571387468,-0.2934218619358205,-0.3028890037173604,-0.30417170254287523,-0.29974137014138397,-0.2998373283456237,-0.2936144494687282,-0.2930264428497968,-0.26014447313956496
Ingersoll,-0.28938822781770324,-0.2855232553309388,-0.2824994510241756,-0.2782890884273987,-0.27276059698458804,-0.2764369754052701,-0.2801463027899019,-0.281737913730122,-0.2766753007756621,-0.29219974324715753,-0.27490743557182656,-0.28771541948550716,-0.3023070951497917,-0.3160348642293072,-0.3166913484544811,-0.3146744530077697,-0.30505106030788554,-0.3015459573058673,-0.30044009474397915,-0.2882550482941809,-0.28187728186109956,-0.20123470635045151,-0.3371643332879462,-0.22319873598793818,-0.2949594198623712,-0.2835206238356007,-0.2667245149839347,-0.3238176157756293,-0.2377127023624406,-0.17559691607011627,-0.24904098344547096,-0.6491524777504271,-0.2641331641801359,-0.2683889837058163,-0.25765783268339115,-0.35618242812552237,-0.2780599623374865,-0.2709148414977121,-0.28220696972869885,-0.294836530276054,-0.3004997909412032,-0.30058721581641296,-0.3024403511233036,-0.29659941708539517,-0.29383736912800196,-0.2930264428497968,-0.26263746618146844
Joliette,-0.23956883058961334,-0.23805289876755553,-0.2404687865448382,-0.23974537720306704,-0.23070102835913567,-0.23403781996736206,-0.2386048777887836,-0.23335235703048424,-0.23487744846574057,-0.24318415535971974,-0.2319699431751751,-0.23072804421911053,-0.22338230699540684,-0.21609939059533098,-0.20770529836291407,-0.17924962770540778,-0.17455663162993088,-0.17420846214741342,-0.252121031486128,-0.1890658545303154,-0.22525018489060739,-0.1963343687096246,-0.24560926087551915,-0.21201783499918736,-0.22984663873494895,-0.21487534986830684,-0.23468936445609218,-0.23890347030848005,-0.10010934506397355,-0.17315112974347896,-0.15291784556583518,-0.5944791580949381,-0.002322513833718221,-0.26258039346979833,-0.23707402340171424,-0.2814794840901252,-0.20634503815360514,-0.2491786764998355,-0.20236833731906373,-0.22150955464061745,-0.22303416131426093,-0.2344982417972646,-0.24590380213361912,-0.24911005193537622,-0.24078249022086393,-0.2589703734194274,-0.22804718772505778
