,CENSUS_YEAR,DGUID,GEO_LEVEL,GEO_NAME,CHARACTERISTIC_NAME,C1_COUNT_TOTAL,C2_COUNT_MEN+,C3_COUNT_WOMEN+,Level,Lvl-0,Lvl-1,Lvl-2,Lvl-3,Lvl-4,Lvl-5,Lvl-6,Lvl-7,Lvl-8
62518,2021,2021S0504406,Census agglomeration,Baie-Comeau,"      College, CEGEP or other non-university certificate or diploma",4345,1790,2555,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Postsecondary certificate or diploma below bachelor level,"College, CEGEP or other non-university certificate or diploma",0,0,0,0,0
62519,2021,2021S0504406,Census agglomeration,Baie-Comeau,      University certificate or diploma below bachelor level,580,180,395,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Postsecondary certificate or diploma below bachelor level,University certificate or diploma below bachelor level,0,0,0,0,0
62520,2021,2021S0504406,Census agglomeration,Baie-Comeau,    Bachelor's degree or higher,2670,1075,1595,2,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Bachelor's degree or higher,0,0,0,0,0,0
62521,2021,2021S0504406,Census agglomeration,Baie-Comeau,      Bachelor's degree,2035,845,1190,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Bachelor's degree or higher,Bachelor's degree,0,0,0,0,0
62522,2021,2021S0504406,Census agglomeration,Baie-Comeau,      University certificate or diploma above bachelor level,150,50,105,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Bachelor's degree or higher,University certificate or diploma above bachelor level,0,0,0,0,0
62523,2021,2021S0504406,Census agglomeration,Baie-Comeau,"      Degree in medicine, dentistry, veterinary medicine or optometry",105,45,60,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Bachelor's degree or higher,"Degree in medicine, dentistry, veterinary medicine or optometry",0,0,0,0,0
62524,2021,2021S0504406,Census agglomeration,Baie-Comeau,      Master's degree,305,95,210,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Bachelor's degree or higher,Master's degree,0,0,0,0,0
62525,2021,2021S0504406,Census agglomeration,Baie-Comeau,      Earned doctorate,75,45,35,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Bachelor's degree or higher,Earned doctorate,0,0,0,0,0
63151,2021,2021S0503408,Census metropolitan area,Saguenay,Total - Age groups of the population - 100% data,161570,80800,80770,0,Total - Age groups of the population - 100% data,0,0,0,0,0,0,0,0
63152,2021,2021S0503408,Census metropolitan area,Saguenay,  0 to 14 years,24555,12555,12000,1,Total - Age groups of the population - 100% data,0 to 14 years,0,0,0,0,0,0,0
63153,2021,2021S0503408,Census metropolitan area,Saguenay,    0 to 4 years,7570,3945,3620,2,Total - Age groups of the population - 100% data,0 to 14 years,0 to 4 years,0,0,0,0,0,0
63154,2021,2021S0503408,Census metropolitan area,Saguenay,    5 to 9 years,8530,4295,4235,2,Total - Age groups of the population - 100% data,0 to 14 years,5 to 9 years,0,0,0,0,0,0
63155,2021,2021S0503408,Census metropolitan area,Saguenay,    10 to 14 years,8455,4310,4145,2,Total - Age groups of the population - 100% data,0 to 14 years,10 to 14 years,0,0,0,0,0,0
63156,2021,2021S0503408,Census metropolitan area,Saguenay,  15 to 64 years,97565,49830,47735,1,Total - Age groups of the population - 100% data,15 to 64 years,0,0,0,0,0,0,0
63157,2021,2021S0503408,Census metropolitan area,Saguenay,    15 to 19 years,7795,3955,3840,2,Total - Age groups of the population - 100% data,15 to 64 years,15 to 19 years,0,0,0,0,0,0
63158,2021,2021S0503408,Census metropolitan area,Saguenay,    20 to 24 years,7910,4140,3770,2,Total - Age groups of the population - 100% data,15 to 64 years,20 to 24 years,0,0,0,0,0,0
63159,2021,2021S0503408,Census metropolitan area,Saguenay,    25 to 29 years,9050,4700,4350,2,Total - Age groups of the population - 100% data,15 to 64 years,25 to 29 years,0,0,0,0,0,0
63160,2021,2021S0503408,Census metropolitan area,Saguenay,    30 to 34 years,9320,4850,4465,2,Total - Age groups of the population - 100% data,15 to 64 years,30 to 34 years,0,0,0,0,0,0
63161,2021,2021S0503408,Census metropolitan area,Saguenay,    35 to 39 years,9845,5155,4690,2,Total - Age groups of the population - 100% data,15 to 64 years,35 to 39 years,0,0,0,0,0,0
63162,2021,2021S0503408,Census metropolitan area,Saguenay,    40 to 44 years,10280,5360,4920,2,Total - Age groups of the population - 100% data,15 to 64 years,40 to 44 years,0,0,0,0,0,0
63163,2021,2021S0503408,Census metropolitan area,Saguenay,    45 to 49 years,8645,4485,4155,2,Total - Age groups of the population - 100% data,15 to 64 years,45 to 49 years,0,0,0,0,0,0
63164,2021,2021S0503408,Census metropolitan area,Saguenay,    50 to 54 years,8435,4215,4215,2,Total - Age groups of the population - 100% data,15 to 64 years,50 to 54 years,0,0,0,0,0,0
63165,2021,2021S0503408,Census metropolitan area,Saguenay,    55 to 59 years,12105,5990,6120,2,Total - Age groups of the population - 100% data,15 to 64 years,55 to 59 years,0,0,0,0,0,0
63166,2021,2021S0503408,Census metropolitan area,Saguenay,    60 to 64 years,14185,6970,7210,2,Total - Age groups of the population - 100% data,15 to 64 years,60 to 64 years,0,0,0,0,0,0
63167,2021,2021S0503408,Census metropolitan area,Saguenay,  65 years and over,39445,18415,21030,1,Total - Age groups of the population - 100% data,65 years and over,0,0,0,0,0,0,0
63168,2021,2021S0503408,Census metropolitan area,Saguenay,    65 to 69 years,12680,6350,6335,2,Total - Age groups of the population - 100% data,65 years and over,65 to 69 years,0,0,0,0,0,0
63169,2021,2021S0503408,Census metropolitan area,Saguenay,    70 to 74 years,10280,5110,5175,2,Total - Age groups of the population - 100% data,65 years and over,70 to 74 years,0,0,0,0,0,0
63170,2021,2021S0503408,Census metropolitan area,Saguenay,    75 to 79 years,7270,3390,3875,2,Total - Age groups of the population - 100% data,65 years and over,75 to 79 years,0,0,0,0,0,0
63171,2021,2021S0503408,Census metropolitan area,Saguenay,    80 to 84 years,4775,2015,2760,2,Total - Age groups of the population - 100% data,65 years and over,80 to 84 years,0,0,0,0,0,0
63172,2021,2021S0503408,Census metropolitan area,Saguenay,    85 years and over,4440,1550,2885,2,Total - Age groups of the population - 100% data,65 years and over,85 years and over,0,0,0,0,0,0
63173,2021,2021S0503408,Census metropolitan area,Saguenay,      85 to 89 years,2720,1060,1660,3,Total - Age groups of the population - 100% data,65 years and over,85 years and over,85 to 89 years,0,0,0,0,0
63174,2021,2021S0503408,Census metropolitan area,Saguenay,      90 to 94 years,1395,400,995,3,Total - Age groups of the population - 100% data,65 years and over,85 years and over,90 to 94 years,0,0,0,0,0
63175,2021,2021S0503408,Census metropolitan area,Saguenay,      95 to 99 years,295,90,210,3,Total - Age groups of the population - 100% data,65 years and over,85 years and over,95 to 99 years,0,0,0,0,0
63176,2021,2021S0503408,Census metropolitan area,Saguenay,      100 years and over,25,0,25,3,Total - Age groups of the population - 100% data,65 years and over,85 years and over,100 years and over,0,0,0,0,0
63184,2021,2021S0503408,Census metropolitan area,Saguenay,Total - Occupied private dwellings by structural type of dwelling - 100% data,74810,0,0,0,Total - Occupied private dwellings by structural type of dwelling - 100% data,0,0,0,0,0,0,0,0
63185,2021,2021S0503408,Census metropolitan area,Saguenay,  Single-detached house,38465,0,0,1,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,0,0,0,0,0,0,0
63186,2021,2021S0503408,Census metropolitan area,Saguenay,  Semi-detached house,5755,0,0,1,Total - Occupied private dwellings by structural type of dwelling - 100% data,Semi-detached house,0,0,0,0,0,0,0
63187,2021,2021S0503408,Census metropolitan area,Saguenay,  Row house,1660,0,0,1,Total - Occupied private dwellings by structural type of dwelling - 100% data,Row house,0,0,0,0,0,0,0
63188,2021,2021S0503408,Census metropolitan area,Saguenay,  Apartment or flat in a duplex,9325,0,0,1,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment or flat in a duplex,0,0,0,0,0,0,0
63189,2021,2021S0503408,Census metropolitan area,Saguenay,  Apartment in a building that has fewer than five storeys,17870,0,0,1,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has fewer than five storeys,0,0,0,0,0,0,0
63190,2021,2021S0503408,Census metropolitan area,Saguenay,  Apartment in a building that has five or more storeys,1050,0,0,1,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,0,0,0,0,0,0,0
63191,2021,2021S0503408,Census metropolitan area,Saguenay,  Other single-attached house,240,0,0,1,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other single-attached house,0,0,0,0,0,0,0
63192,2021,2021S0503408,Census metropolitan area,Saguenay,  Movable dwelling,445,0,0,1,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,0,0,0,0,0,0,0
63201,2021,2021S0503408,Census metropolitan area,Saguenay,Total - Marital status for the total population aged 15 years and over - 100% data,137010,68245,68770,0,Total - Marital status for the total population aged 15 years and over - 100% data,0,0,0,0,0,0,0,0
63202,2021,2021S0503408,Census metropolitan area,Saguenay,  Married or living common-law,81895,40875,41015,1,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,0,0,0,0,0,0,0
63203,2021,2021S0503408,Census metropolitan area,Saguenay,    Married,42580,21285,21295,2,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Married,0,0,0,0,0,0
63204,2021,2021S0503408,Census metropolitan area,Saguenay,    Living common-law,39315,19595,19720,2,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,0,0,0,0,0,0
63205,2021,2021S0503408,Census metropolitan area,Saguenay,      Living common law - Never married,31390,15645,15740,3,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Never married,0,0,0,0,0
63206,2021,2021S0503408,Census metropolitan area,Saguenay,      Living common law - Separated,460,225,240,3,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Separated,0,0,0,0,0
63207,2021,2021S0503408,Census metropolitan area,Saguenay,      Living common law - Divorced,6510,3320,3185,3,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Divorced,0,0,0,0,0
63208,2021,2021S0503408,Census metropolitan area,Saguenay,      Living common law - Widowed,960,405,550,3,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Widowed,0,0,0,0,0
63209,2021,2021S0503408,Census metropolitan area,Saguenay,  Not married and not living common-law,55115,27365,27755,1,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,0,0,0,0,0,0,0
63210,2021,2021S0503408,Census metropolitan area,Saguenay,    Not married and not living common law - Never married,36105,20455,15650,2,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Never married,0,0,0,0,0,0
63211,2021,2021S0503408,Census metropolitan area,Saguenay,    Not married and not living common law - Separated,1750,890,865,2,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Separated,0,0,0,0,0,0
63212,2021,2021S0503408,Census metropolitan area,Saguenay,    Not married and not living common law - Divorced,8645,3820,4830,2,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Divorced,0,0,0,0,0,0
63213,2021,2021S0503408,Census metropolitan area,Saguenay,    Not married and not living common law - Widowed,8610,2200,6410,2,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Widowed,0,0,0,0,0,0
63221,2021,2021S0503408,Census metropolitan area,Saguenay,Total number of census families in private households - 100% data,46525,0,0,0,Total number of census families in private households - 100% data,0,0,0,0,0,0,0,0
63222,2021,2021S0503408,Census metropolitan area,Saguenay,  Total couple families,40445,0,0,1,Total number of census families in private households - 100% data,Total couple families,0,0,0,0,0,0,0
63223,2021,2021S0503408,Census metropolitan area,Saguenay,    Married couples,20800,0,0,2,Total number of census families in private households - 100% data,Total couple families,Married couples,0,0,0,0,0,0
63224,2021,2021S0503408,Census metropolitan area,Saguenay,      With children,5980,0,0,3,Total number of census families in private households - 100% data,Total couple families,Married couples,With children,0,0,0,0,0
63225,2021,2021S0503408,Census metropolitan area,Saguenay,      Without children,14825,0,0,3,Total number of census families in private households - 100% data,Total couple families,Married couples,Without children,0,0,0,0,0
63226,2021,2021S0503408,Census metropolitan area,Saguenay,    Common-law couples,19645,0,0,2,Total number of census families in private households - 100% data,Total couple families,Common-law couples,0,0,0,0,0,0
63227,2021,2021S0503408,Census metropolitan area,Saguenay,      With children,9815,0,0,3,Total number of census families in private households - 100% data,Total couple families,Common-law couples,With children,0,0,0,0,0
63228,2021,2021S0503408,Census metropolitan area,Saguenay,      Without children,9825,0,0,3,Total number of census families in private households - 100% data,Total couple families,Common-law couples,Without children,0,0,0,0,0
63229,2021,2021S0503408,Census metropolitan area,Saguenay,  Total one-parent families,6085,0,0,1,Total number of census families in private households - 100% data,Total one-parent families,0,0,0,0,0,0,0
63230,2021,2021S0503408,Census metropolitan area,Saguenay,    in which the parent is a woman+,4180,0,0,2,Total number of census families in private households - 100% data,Total one-parent families,in which the parent is a woman+,0,0,0,0,0,0
63231,2021,2021S0503408,Census metropolitan area,Saguenay,    in which the parent is a man+,1905,0,0,2,Total number of census families in private households - 100% data,Total one-parent families,in which the parent is a man+,0,0,0,0,0,0
63298,2021,2021S0503408,Census metropolitan area,Saguenay,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,133445,67050,66395,0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,0,0,0,0,0,0,0,0
63299,2021,2021S0503408,Census metropolitan area,Saguenay,  Without total income,2555,1095,1465,1,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,Without total income,0,0,0,0,0,0,0
63300,2021,2021S0503408,Census metropolitan area,Saguenay,  With total income,130885,65955,64930,1,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,0,0,0,0,0,0,0
63301,2021,2021S0503408,Census metropolitan area,Saguenay,"    Under $10,000 (including loss)",8575,2935,5635,2,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"Under $10,000 (including loss)",0,0,0,0,0,0
63302,2021,2021S0503408,Census metropolitan area,Saguenay,"    $10,000 to $19,999",16330,5795,10535,2,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$10,000 to $19,999",0,0,0,0,0,0
63303,2021,2021S0503408,Census metropolitan area,Saguenay,"    $20,000 to $29,999",20855,8430,12425,2,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$20,000 to $29,999",0,0,0,0,0,0
63304,2021,2021S0503408,Census metropolitan area,Saguenay,"    $30,000 to $39,999",17060,7525,9530,2,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$30,000 to $39,999",0,0,0,0,0,0
63305,2021,2021S0503408,Census metropolitan area,Saguenay,"    $40,000 to $49,999",17310,8875,8440,2,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$40,000 to $49,999",0,0,0,0,0,0
63306,2021,2021S0503408,Census metropolitan area,Saguenay,"    $50,000 to $59,999",14615,8480,6135,2,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$50,000 to $59,999",0,0,0,0,0,0
63307,2021,2021S0503408,Census metropolitan area,Saguenay,"    $60,000 to $69,999",10330,6475,3855,2,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$60,000 to $69,999",0,0,0,0,0,0
63308,2021,2021S0503408,Census metropolitan area,Saguenay,"    $70,000 to $79,999",6870,4475,2400,2,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$70,000 to $79,999",0,0,0,0,0,0
63309,2021,2021S0503408,Census metropolitan area,Saguenay,"    $80,000 to $89,999",5300,3130,2175,2,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$80,000 to $89,999",0,0,0,0,0,0
63310,2021,2021S0503408,Census metropolitan area,Saguenay,"    $90,000 to $99,999",3400,2115,1285,2,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$90,000 to $99,999",0,0,0,0,0,0
63311,2021,2021S0503408,Census metropolitan area,Saguenay,"    $100,000 and over",10235,7725,2510,2,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over",0,0,0,0,0,0
63312,2021,2021S0503408,Census metropolitan area,Saguenay,"      $100,000 to $149,999",7800,5945,1850,3,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$100,000 to $149,999",0,0,0,0,0
63313,2021,2021S0503408,Census metropolitan area,Saguenay,"      $150,000 and over",2440,1780,660,3,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$150,000 and over",0,0,0,0,0
64670,2021,2021S0503408,Census metropolitan area,Saguenay,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,157900,79490,78405,0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,0,0,0,0,0,0,0,0
64671,2021,2021S0503408,Census metropolitan area,Saguenay,  Non-immigrants,154185,77510,76675,1,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Non-immigrants,0,0,0,0,0,0,0
64672,2021,2021S0503408,Census metropolitan area,Saguenay,  Immigrants,2065,1020,1045,1,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,0,0,0,0,0,0,0
64673,2021,2021S0503408,Census metropolitan area,Saguenay,    Before 1980,255,125,125,2,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,Before 1980,0,0,0,0,0,0
64674,2021,2021S0503408,Census metropolitan area,Saguenay,    1980 to 1990,140,50,90,2,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,1980 to 1990,0,0,0,0,0,0
64675,2021,2021S0503408,Census metropolitan area,Saguenay,    1991 to 2000,275,130,145,2,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,1991 to 2000,0,0,0,0,0,0
64676,2021,2021S0503408,Census metropolitan area,Saguenay,    2001 to 2010,630,335,290,2,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2001 to 2010,0,0,0,0,0,0
64677,2021,2021S0503408,Census metropolitan area,Saguenay,    2011 to 2021,775,375,400,2,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2011 to 2021,0,0,0,0,0,0
64678,2021,2021S0503408,Census metropolitan area,Saguenay,      2011 to 2015,355,160,190,3,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2011 to 2021,2011 to 2015,0,0,0,0,0
64679,2021,2021S0503408,Census metropolitan area,Saguenay,      2016 to 2021,425,215,210,3,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2011 to 2021,2016 to 2021,0,0,0,0,0
64680,2021,2021S0503408,Census metropolitan area,Saguenay,  Non-permanent residents,1650,965,685,1,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Non-permanent residents,0,0,0,0,0,0,0
65141,2021,2021S0503408,Census metropolitan area,Saguenay,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",133435,67040,66395,0,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",0,0,0,0,0,0,0,0
65142,2021,2021S0503408,Census metropolitan area,Saguenay,"  No certificate, diploma or degree",22045,10915,11130,1,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","No certificate, diploma or degree",0,0,0,0,0,0,0
65143,2021,2021S0503408,Census metropolitan area,Saguenay,  High (secondary) school diploma or equivalency certificate,26435,12935,13500,1,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",High (secondary) school diploma or equivalency certificate,0,0,0,0,0,0,0
65144,2021,2021S0503408,Census metropolitan area,Saguenay,"  Postsecondary certificate, diploma or degree",84960,43195,41765,1,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",0,0,0,0,0,0,0
65145,2021,2021S0503408,Census metropolitan area,Saguenay,    Postsecondary certificate or diploma below bachelor level,62460,33055,29415,2,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Postsecondary certificate or diploma below bachelor level,0,0,0,0,0,0
65146,2021,2021S0503408,Census metropolitan area,Saguenay,      Apprenticeship or trades certificate or diploma,31530,19280,12245,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Postsecondary certificate or diploma below bachelor level,Apprenticeship or trades certificate or diploma,0,0,0,0,0
65147,2021,2021S0503408,Census metropolitan area,Saguenay,        Non-apprenticeship trades certificate or diploma,23670,13070,10600,4,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Postsecondary certificate or diploma below bachelor level,Apprenticeship or trades certificate or diploma,Non-apprenticeship trades certificate or diploma,0,0,0,0
65148,2021,2021S0503408,Census metropolitan area,Saguenay,        Apprenticeship certificate,7860,6210,1650,4,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Postsecondary certificate or diploma below bachelor level,Apprenticeship or trades certificate or diploma,Apprenticeship certificate,0,0,0,0
65149,2021,2021S0503408,Census metropolitan area,Saguenay,"      College, CEGEP or other non-university certificate or diploma",26240,11825,14420,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Postsecondary certificate or diploma below bachelor level,"College, CEGEP or other non-university certificate or diploma",0,0,0,0,0
65150,2021,2021S0503408,Census metropolitan area,Saguenay,      University certificate or diploma below bachelor level,4690,1945,2750,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Postsecondary certificate or diploma below bachelor level,University certificate or diploma below bachelor level,0,0,0,0,0
65151,2021,2021S0503408,Census metropolitan area,Saguenay,    Bachelor's degree or higher,22495,10145,12350,2,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Bachelor's degree or higher,0,0,0,0,0,0
65152,2021,2021S0503408,Census metropolitan area,Saguenay,      Bachelor's degree,15310,6720,8590,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Bachelor's degree or higher,Bachelor's degree,0,0,0,0,0
65153,2021,2021S0503408,Census metropolitan area,Saguenay,      University certificate or diploma above bachelor level,1785,820,965,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Bachelor's degree or higher,University certificate or diploma above bachelor level,0,0,0,0,0
65154,2021,2021S0503408,Census metropolitan area,Saguenay,"      Degree in medicine, dentistry, veterinary medicine or optometry",730,320,405,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Bachelor's degree or higher,"Degree in medicine, dentistry, veterinary medicine or optometry",0,0,0,0,0
65155,2021,2021S0503408,Census metropolitan area,Saguenay,      Master's degree,3940,1835,2100,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Bachelor's degree or higher,Master's degree,0,0,0,0,0
65156,2021,2021S0503408,Census metropolitan area,Saguenay,      Earned doctorate,735,450,285,3,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Postsecondary certificate, diploma or degree",Bachelor's degree or higher,Earned doctorate,0,0,0,0,0
65782,2021,2021S0504410,Census agglomeration,Alma,Total - Age groups of the population - 100% data,30330,14960,15370,0,Total - Age groups of the population - 100% data,0,0,0,0,0,0,0,0
65783,2021,2021S0504410,Census agglomeration,Alma,  0 to 14 years,4645,2370,2270,1,Total - Age groups of the population - 100% data,0 to 14 years,0,0,0,0,0,0,0
65784,2021,2021S0504410,Census agglomeration,Alma,    0 to 4 years,1330,670,660,2,Total - Age groups of the population - 100% data,0 to 14 years,0 to 4 years,0,0,0,0,0,0
65785,2021,2021S0504410,Census agglomeration,Alma,    5 to 9 years,1540,810,735,2,Total - Age groups of the population - 100% data,0 to 14 years,5 to 9 years,0,0,0,0,0,0
65786,2021,2021S0504410,Census agglomeration,Alma,    10 to 14 years,1775,895,885,2,Total - Age groups of the population - 100% data,0 to 14 years,10 to 14 years,0,0,0,0,0,0
65787,2021,2021S0504410,Census agglomeration,Alma,  15 to 64 years,18115,9180,8940,1,Total - Age groups of the population - 100% data,15 to 64 years,0,0,0,0,0,0,0
65788,2021,2021S0504410,Census agglomeration,Alma,    15 to 19 years,1585,785,795,2,Total - Age groups of the population - 100% data,15 to 64 years,15 to 19 years,0,0,0,0,0,0
65789,2021,2021S0504410,Census agglomeration,Alma,    20 to 24 years,1390,730,660,2,Total - Age groups of the population - 100% data,15 to 64 years,20 to 24 years,0,0,0,0,0,0
65790,2021,2021S0504410,Census agglomeration,Alma,    25 to 29 years,1445,750,700,2,Total - Age groups of the population - 100% data,15 to 64 years,25 to 29 years,0,0,0,0,0,0
65791,2021,2021S0504410,Census agglomeration,Alma,    30 to 34 years,1510,760,750,2,Total - Age groups of the population - 100% data,15 to 64 years,30 to 34 years,0,0,0,0,0,0
65792,2021,2021S0504410,Census agglomeration,Alma,    35 to 39 years,1700,865,835,2,Total - Age groups of the population - 100% data,15 to 64 years,35 to 39 years,0,0,0,0,0,0
65793,2021,2021S0504410,Census agglomeration,Alma,    40 to 44 years,1910,970,935,2,Total - Age groups of the population - 100% data,15 to 64 years,40 to 44 years,0,0,0,0,0,0
65794,2021,2021S0504410,Census agglomeration,Alma,    45 to 49 years,1620,830,790,2,Total - Age groups of the population - 100% data,15 to 64 years,45 to 49 years,0,0,0,0,0,0
65795,2021,2021S0504410,Census agglomeration,Alma,    50 to 54 years,1610,830,775,2,Total - Age groups of the population - 100% data,15 to 64 years,50 to 54 years,0,0,0,0,0,0
65796,2021,2021S0504410,Census agglomeration,Alma,    55 to 59 years,2480,1230,1250,2,Total - Age groups of the population - 100% data,15 to 64 years,55 to 59 years,0,0,0,0,0,0
65797,2021,2021S0504410,Census agglomeration,Alma,    60 to 64 years,2870,1425,1445,2,Total - Age groups of the population - 100% data,15 to 64 years,60 to 64 years,0,0,0,0,0,0
65798,2021,2021S0504410,Census agglomeration,Alma,  65 years and over,7570,3410,4160,1,Total - Age groups of the population - 100% data,65 years and over,0,0,0,0,0,0,0
65799,2021,2021S0504410,Census agglomeration,Alma,    65 to 69 years,2405,1195,1210,2,Total - Age groups of the population - 100% data,65 years and over,65 to 69 years,0,0,0,0,0,0
65800,2021,2021S0504410,Census agglomeration,Alma,    70 to 74 years,1790,865,930,2,Total - Age groups of the population - 100% data,65 years and over,70 to 74 years,0,0,0,0,0,0
65801,2021,2021S0504410,Census agglomeration,Alma,    75 to 79 years,1440,630,810,2,Total - Age groups of the population - 100% data,65 years and over,75 to 79 years,0,0,0,0,0,0
65802,2021,2021S0504410,Census agglomeration,Alma,    80 to 84 years,960,380,575,2,Total - Age groups of the population - 100% data,65 years and over,80 to 84 years,0,0,0,0,0,0
65803,2021,2021S0504410,Census agglomeration,Alma,    85 years and over,975,335,640,2,Total - Age groups of the population - 100% data,65 years and over,85 years and over,0,0,0,0,0,0
