,GEO_NAME,CHARACTERISTIC_NAME,C1_COUNT_TOTAL,C2_COUNT_MEN+,C3_COUNT_WOMEN+,Level,Lvl-0,Lvl-1,Lvl-2,Lvl-3,Lvl-4,Lvl-5,Lvl-6,Lvl-7,Lvl-8
5321,Prince Edward Island,    Married,62350.0,31185.0,31170.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Married,,,,,,
5322,Prince Edward Island,    Living common-law,13060.0,6495.0,6565.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,,,,,,
5323,Prince Edward Island,      Living common law - Never married,9330.0,4580.0,4750.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Never married,,,,,
5324,Prince Edward Island,      Living common law - Separated,700.0,385.0,315.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Separated,,,,,
5325,Prince Edward Island,      Living common law - Divorced,2655.0,1375.0,1280.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Divorced,,,,,
5326,Prince Edward Island,      Living common law - Widowed,370.0,155.0,215.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Widowed,,,,,
5327,Prince Edward Island,  Not married and not living common-law,55280.0,25590.0,29690.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,,,,,,,
5328,Prince Edward Island,    Not married and not living common law - Never married,36455.0,19470.0,16980.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Never married,,,,,,
5329,Prince Edward Island,    Not married and not living common law - Separated,3585.0,1510.0,2070.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Separated,,,,,,
5330,Prince Edward Island,    Not married and not living common law - Divorced,7235.0,2905.0,4325.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Divorced,,,,,,
5331,Prince Edward Island,    Not married and not living common law - Widowed,8010.0,1695.0,6315.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Widowed,,,,,,
5416,Prince Edward Island,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,126900.0,61450.0,65450.0,0.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,,,,,,,,
5417,Prince Edward Island,  Without total income,4105.0,2095.0,2015.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,Without total income,,,,,,,
5418,Prince Edward Island,  With total income,122790.0,59355.0,63440.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,,,,,,,
5419,Prince Edward Island,"    Under $10,000 (including loss)",8895.0,3975.0,4925.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"Under $10,000 (including loss)",,,,,,
5420,Prince Edward Island,"    $10,000 to $19,999",14340.0,6025.0,8315.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$10,000 to $19,999",,,,,,
5421,Prince Edward Island,"    $20,000 to $29,999",20890.0,9045.0,11845.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$20,000 to $29,999",,,,,,
5422,Prince Edward Island,"    $30,000 to $39,999",19790.0,9245.0,10545.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$30,000 to $39,999",,,,,,
5423,Prince Edward Island,"    $40,000 to $49,999",17000.0,8340.0,8660.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$40,000 to $49,999",,,,,,
5424,Prince Edward Island,"    $50,000 to $59,999",12955.0,6455.0,6495.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$50,000 to $59,999",,,,,,
5425,Prince Edward Island,"    $60,000 to $69,999",8715.0,4720.0,3995.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$60,000 to $69,999",,,,,,
5426,Prince Edward Island,"    $70,000 to $79,999",5810.0,3225.0,2590.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$70,000 to $79,999",,,,,,
5427,Prince Edward Island,"    $80,000 to $89,999",4350.0,2255.0,2100.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$80,000 to $89,999",,,,,,
5428,Prince Edward Island,"    $90,000 to $99,999",3085.0,1490.0,1590.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$90,000 to $99,999",,,,,,
5429,Prince Edward Island,"    $100,000 and over",6955.0,4570.0,2385.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over",,,,,,
5430,Prince Edward Island,"      $100,000 to $149,999",4860.0,3050.0,1810.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$100,000 to $149,999",,,,,
5431,Prince Edward Island,"      $150,000 and over",2095.0,1525.0,575.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$150,000 and over",,,,,
7900,Nova Scotia,Total - Age groups of the population - 100% data,969380.0,471730.0,497650.0,0.0,Total - Age groups of the population - 100% data,,,,,,,,
7901,Nova Scotia,  0 to 14 years,136710.0,70165.0,66540.0,1.0,Total - Age groups of the population - 100% data,0 to 14 years,,,,,,,
7902,Nova Scotia,    0 to 4 years,40340.0,20610.0,19735.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,0 to 4 years,,,,,,
7903,Nova Scotia,    5 to 9 years,47070.0,24055.0,23015.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,5 to 9 years,,,,,,
7904,Nova Scotia,    10 to 14 years,49300.0,25505.0,23795.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,10 to 14 years,,,,,,
7905,Nova Scotia,  15 to 64 years,617345.0,302720.0,314625.0,1.0,Total - Age groups of the population - 100% data,15 to 64 years,,,,,,,
7906,Nova Scotia,    15 to 19 years,48180.0,24770.0,23410.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,15 to 19 years,,,,,,
7907,Nova Scotia,    20 to 24 years,58005.0,30115.0,27890.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,20 to 24 years,,,,,,
7908,Nova Scotia,    25 to 29 years,60430.0,30375.0,30050.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,25 to 29 years,,,,,,
7909,Nova Scotia,    30 to 34 years,59575.0,29295.0,30285.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,30 to 34 years,,,,,,
7910,Nova Scotia,    35 to 39 years,57755.0,27960.0,29790.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,35 to 39 years,,,,,,
7911,Nova Scotia,    40 to 44 years,56420.0,26900.0,29515.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,40 to 44 years,,,,,,
7912,Nova Scotia,    45 to 49 years,59200.0,28415.0,30785.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,45 to 49 years,,,,,,
7913,Nova Scotia,    50 to 54 years,63775.0,30595.0,33175.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,50 to 54 years,,,,,,
7914,Nova Scotia,    55 to 59 years,77080.0,37205.0,39870.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,55 to 59 years,,,,,,
7915,Nova Scotia,    60 to 64 years,76935.0,37085.0,39850.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,60 to 64 years,,,,,,
7916,Nova Scotia,  65 years and over,215325.0,98845.0,116480.0,1.0,Total - Age groups of the population - 100% data,65 years and over,,,,,,,
7917,Nova Scotia,    65 to 69 years,68395.0,32735.0,35665.0,2.0,Total - Age groups of the population - 100% data,65 years and over,65 to 69 years,,,,,,
7918,Nova Scotia,    70 to 74 years,59435.0,28295.0,31140.0,2.0,Total - Age groups of the population - 100% data,65 years and over,70 to 74 years,,,,,,
7919,Nova Scotia,    75 to 79 years,39325.0,18400.0,20925.0,2.0,Total - Age groups of the population - 100% data,65 years and over,75 to 79 years,,,,,,
7920,Nova Scotia,    80 to 84 years,25130.0,11095.0,14040.0,2.0,Total - Age groups of the population - 100% data,65 years and over,80 to 84 years,,,,,,
7921,Nova Scotia,    85 years and over,23035.0,8325.0,14715.0,2.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,,,,,,
7922,Nova Scotia,      85 to 89 years,14595.0,5860.0,8740.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,85 to 89 years,,,,,
7923,Nova Scotia,      90 to 94 years,6345.0,2050.0,4300.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,90 to 94 years,,,,,
7924,Nova Scotia,      95 to 99 years,1805.0,375.0,1435.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,95 to 99 years,,,,,
7925,Nova Scotia,      100 years and over,290.0,50.0,245.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,100 years and over,,,,,
7933,Nova Scotia,Total - Occupied private dwellings by structural type of dwelling - 100% data,428230.0,,,0.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,,,
7934,Nova Scotia,  Single-detached house,272980.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,,,
7935,Nova Scotia,  Semi-detached house,21605.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Semi-detached house,,,,,,,
7936,Nova Scotia,  Row house,11220.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Row house,,,,,,,
7937,Nova Scotia,  Apartment or flat in a duplex,13165.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment or flat in a duplex,,,,,,,
7938,Nova Scotia,  Apartment in a building that has fewer than five storeys,64575.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has fewer than five storeys,,,,,,,
7939,Nova Scotia,  Apartment in a building that has five or more storeys,28650.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,,,
7940,Nova Scotia,  Other single-attached house,700.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other single-attached house,,,,,,,
7941,Nova Scotia,  Movable dwelling,15345.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,,,
7950,Nova Scotia,Total - Marital status for the total population aged 15 years and over - 100% data,832670.0,401565.0,431105.0,0.0,Total - Marital status for the total population aged 15 years and over - 100% data,,,,,,,,
7951,Nova Scotia,  Married or living common-law,471570.0,235255.0,236320.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,,,,,,,
7952,Nova Scotia,    Married,372690.0,185900.0,186785.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Married,,,,,,
7953,Nova Scotia,    Living common-law,98885.0,49350.0,49530.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,,,,,,
7954,Nova Scotia,      Living common law - Never married,69735.0,34845.0,34890.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Never married,,,,,
7955,Nova Scotia,      Living common law - Separated,5510.0,2835.0,2670.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Separated,,,,,
7956,Nova Scotia,      Living common law - Divorced,20870.0,10580.0,10285.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Divorced,,,,,
7957,Nova Scotia,      Living common law - Widowed,2765.0,1090.0,1675.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Widowed,,,,,
7958,Nova Scotia,  Not married and not living common-law,361105.0,166315.0,194785.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,,,,,,,
7959,Nova Scotia,    Not married and not living common law - Never married,230425.0,122570.0,107850.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Never married,,,,,,
7960,Nova Scotia,    Not married and not living common law - Separated,25025.0,10930.0,14095.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Separated,,,,,,
7961,Nova Scotia,    Not married and not living common law - Divorced,52000.0,20725.0,31275.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Divorced,,,,,,
7962,Nova Scotia,    Not married and not living common law - Widowed,53655.0,12090.0,41565.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Widowed,,,,,,
8047,Nova Scotia,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,819310.0,395755.0,423560.0,0.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,,,,,,,,
8048,Nova Scotia,  Without total income,27050.0,13115.0,13935.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,Without total income,,,,,,,
8049,Nova Scotia,  With total income,792265.0,382635.0,409630.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,,,,,,,
8050,Nova Scotia,"    Under $10,000 (including loss)",65365.0,28385.0,36980.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"Under $10,000 (including loss)",,,,,,
8051,Nova Scotia,"    $10,000 to $19,999",102030.0,40305.0,61730.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$10,000 to $19,999",,,,,,
8052,Nova Scotia,"    $20,000 to $29,999",140270.0,60610.0,79660.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$20,000 to $29,999",,,,,,
8053,Nova Scotia,"    $30,000 to $39,999",111240.0,49815.0,61425.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$30,000 to $39,999",,,,,,
8054,Nova Scotia,"    $40,000 to $49,999",96235.0,44300.0,51940.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$40,000 to $49,999",,,,,,
8055,Nova Scotia,"    $50,000 to $59,999",72270.0,36525.0,35745.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$50,000 to $59,999",,,,,,
8056,Nova Scotia,"    $60,000 to $69,999",52910.0,29860.0,23050.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$60,000 to $69,999",,,,,,
8057,Nova Scotia,"    $70,000 to $79,999",40055.0,23620.0,16435.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$70,000 to $79,999",,,,,,
8058,Nova Scotia,"    $80,000 to $89,999",32100.0,18350.0,13755.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$80,000 to $89,999",,,,,,
8059,Nova Scotia,"    $90,000 to $99,999",23205.0,13035.0,10175.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$90,000 to $99,999",,,,,,
8060,Nova Scotia,"    $100,000 and over",56580.0,37845.0,18735.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over",,,,,,
8061,Nova Scotia,"      $100,000 to $149,999",40070.0,25970.0,14095.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$100,000 to $149,999",,,,,
8062,Nova Scotia,"      $150,000 and over",16510.0,11875.0,4635.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$150,000 and over",,,,,
10531,New Brunswick,Total - Age groups of the population - 100% data,775610.0,381455.0,394155.0,0.0,Total - Age groups of the population - 100% data,,,,,,,,
10532,New Brunswick,  0 to 14 years,111130.0,56885.0,54240.0,1.0,Total - Age groups of the population - 100% data,0 to 14 years,,,,,,,
10533,New Brunswick,    0 to 4 years,32280.0,16625.0,15655.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,0 to 4 years,,,,,,
10534,New Brunswick,    5 to 9 years,38240.0,19505.0,18740.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,5 to 9 years,,,,,,
10535,New Brunswick,    10 to 14 years,40605.0,20755.0,19845.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,10 to 14 years,,,,,,
10536,New Brunswick,  15 to 64 years,487320.0,242215.0,245105.0,1.0,Total - Age groups of the population - 100% data,15 to 64 years,,,,,,,
10537,New Brunswick,    15 to 19 years,39090.0,20105.0,18985.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,15 to 19 years,,,,,,
10538,New Brunswick,    20 to 24 years,42125.0,21995.0,20130.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,20 to 24 years,,,,,,
10539,New Brunswick,    25 to 29 years,42380.0,21670.0,20715.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,25 to 29 years,,,,,,
10540,New Brunswick,    30 to 34 years,43485.0,21670.0,21820.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,30 to 34 years,,,,,,
10541,New Brunswick,    35 to 39 years,45925.0,22470.0,23455.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,35 to 39 years,,,,,,
10542,New Brunswick,    40 to 44 years,47320.0,23095.0,24225.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,40 to 44 years,,,,,,
10543,New Brunswick,    45 to 49 years,50140.0,24470.0,25670.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,45 to 49 years,,,,,,
10544,New Brunswick,    50 to 54 years,52140.0,25695.0,26450.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,50 to 54 years,,,,,,
10545,New Brunswick,    55 to 59 years,62315.0,30525.0,31795.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,55 to 59 years,,,,,,
10546,New Brunswick,    60 to 64 years,62395.0,30525.0,31870.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,60 to 64 years,,,,,,
10547,New Brunswick,  65 years and over,177160.0,82355.0,94810.0,1.0,Total - Age groups of the population - 100% data,65 years and over,,,,,,,
10548,New Brunswick,    65 to 69 years,57190.0,27580.0,29605.0,2.0,Total - Age groups of the population - 100% data,65 years and over,65 to 69 years,,,,,,
10549,New Brunswick,    70 to 74 years,48855.0,23725.0,25135.0,2.0,Total - Age groups of the population - 100% data,65 years and over,70 to 74 years,,,,,,
10550,New Brunswick,    75 to 79 years,31675.0,15090.0,16580.0,2.0,Total - Age groups of the population - 100% data,65 years and over,75 to 79 years,,,,,,
10551,New Brunswick,    80 to 84 years,20400.0,9085.0,11310.0,2.0,Total - Age groups of the population - 100% data,65 years and over,80 to 84 years,,,,,,
10552,New Brunswick,    85 years and over,19040.0,6870.0,12170.0,2.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,,,,,,
10553,New Brunswick,      85 to 89 years,11815.0,4700.0,7120.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,85 to 89 years,,,,,
10554,New Brunswick,      90 to 94 years,5370.0,1720.0,3645.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,90 to 94 years,,,,,
10555,New Brunswick,      95 to 99 years,1600.0,405.0,1200.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,95 to 99 years,,,,,
10556,New Brunswick,      100 years and over,250.0,40.0,205.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,100 years and over,,,,,
10564,New Brunswick,Total - Occupied private dwellings by structural type of dwelling - 100% data,337655.0,,,0.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,,,
10565,New Brunswick,  Single-detached house,228950.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,,,
10566,New Brunswick,  Semi-detached house,13490.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Semi-detached house,,,,,,,
10567,New Brunswick,  Row house,9740.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Row house,,,,,,,
10568,New Brunswick,  Apartment or flat in a duplex,13890.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment or flat in a duplex,,,,,,,
10569,New Brunswick,  Apartment in a building that has fewer than five storeys,51985.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has fewer than five storeys,,,,,,,
10570,New Brunswick,  Apartment in a building that has five or more storeys,4260.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,,,
10571,New Brunswick,  Other single-attached house,1140.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other single-attached house,,,,,,,
10572,New Brunswick,  Movable dwelling,14195.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,,,
10581,New Brunswick,Total - Marital status for the total population aged 15 years and over - 100% data,664480.0,324565.0,339910.0,0.0,Total - Marital status for the total population aged 15 years and over - 100% data,,,,,,,,
10582,New Brunswick,  Married or living common-law,385800.0,192730.0,193070.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,,,,,,,
10583,New Brunswick,    Married,298905.0,149385.0,149515.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Married,,,,,,
10584,New Brunswick,    Living common-law,86900.0,43345.0,43560.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,,,,,,
10585,New Brunswick,      Living common law - Never married,62670.0,31200.0,31470.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Never married,,,,,
10586,New Brunswick,      Living common law - Separated,5495.0,2850.0,2645.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Separated,,,,,
10587,New Brunswick,      Living common law - Divorced,16185.0,8245.0,7945.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Divorced,,,,,
10588,New Brunswick,      Living common law - Widowed,2545.0,1050.0,1495.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Widowed,,,,,
10589,New Brunswick,  Not married and not living common-law,278675.0,131835.0,146845.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,,,,,,,
10590,New Brunswick,    Not married and not living common law - Never married,174335.0,95460.0,78880.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Never married,,,,,,
10591,New Brunswick,    Not married and not living common law - Separated,21995.0,9840.0,12155.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Separated,,,,,,
10592,New Brunswick,    Not married and not living common law - Divorced,38865.0,16630.0,22235.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Divorced,,,,,,
10593,New Brunswick,    Not married and not living common law - Widowed,43480.0,9905.0,33575.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Widowed,,,,,,
10678,New Brunswick,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,648345.0,316970.0,331370.0,0.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,,,,,,,,
10679,New Brunswick,  Without total income,20345.0,9760.0,10585.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,Without total income,,,,,,,
10680,New Brunswick,  With total income,628000.0,307215.0,320790.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,,,,,,,
10681,New Brunswick,"    Under $10,000 (including loss)",48225.0,20170.0,28055.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"Under $10,000 (including loss)",,,,,,
10682,New Brunswick,"    $10,000 to $19,999",79855.0,31090.0,48765.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$10,000 to $19,999",,,,,,
10683,New Brunswick,"    $20,000 to $29,999",111820.0,48675.0,63140.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$20,000 to $29,999",,,,,,
10684,New Brunswick,"    $30,000 to $39,999",95545.0,44490.0,51060.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$30,000 to $39,999",,,,,,
10685,New Brunswick,"    $40,000 to $49,999",84895.0,40935.0,43955.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$40,000 to $49,999",,,,,,
10686,New Brunswick,"    $50,000 to $59,999",59310.0,31400.0,27910.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$50,000 to $59,999",,,,,,
10687,New Brunswick,"    $60,000 to $69,999",42020.0,24575.0,17445.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$60,000 to $69,999",,,,,,
10688,New Brunswick,"    $70,000 to $79,999",30185.0,17925.0,12260.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$70,000 to $79,999",,,,,,
10689,New Brunswick,"    $80,000 to $89,999",23035.0,12535.0,10500.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$80,000 to $89,999",,,,,,
10690,New Brunswick,"    $90,000 to $99,999",15420.0,8855.0,6565.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$90,000 to $99,999",,,,,,
10691,New Brunswick,"    $100,000 and over",37700.0,26565.0,11135.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over",,,,,,
10692,New Brunswick,"      $100,000 to $149,999",26865.0,18500.0,8365.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$100,000 to $149,999",,,,,
10693,New Brunswick,"      $150,000 and over",10835.0,8065.0,2770.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$150,000 and over",,,,,
13162,Quebec,Total - Age groups of the population - 100% data,8501835.0,4201960.0,4299870.0,0.0,Total - Age groups of the population - 100% data,,,,,,,,
13163,Quebec,  0 to 14 years,1391360.0,713290.0,678070.0,1.0,Total - Age groups of the population - 100% data,0 to 14 years,,,,,,,
13164,Quebec,    0 to 4 years,422980.0,217145.0,205840.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,0 to 4 years,,,,,,
13165,Quebec,    5 to 9 years,478955.0,245295.0,233665.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,5 to 9 years,,,,,,
13166,Quebec,    10 to 14 years,489425.0,250855.0,238570.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,10 to 14 years,,,,,,
13167,Quebec,  15 to 64 years,5356945.0,2686745.0,2670195.0,1.0,Total - Age groups of the population - 100% data,15 to 64 years,,,,,,,
13168,Quebec,    15 to 19 years,429400.0,219400.0,209995.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,15 to 19 years,,,,,,
13169,Quebec,    20 to 24 years,460660.0,235250.0,225405.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,20 to 24 years,,,,,,
