,CENSUS_YEAR,DGUID,GEO_LEVEL,GEO_NAME,CHARACTERISTIC_NAME,C1_COUNT_TOTAL,C2_COUNT_MEN+,C3_COUNT_WOMEN+,Level,Lvl-0,Lvl-1,Lvl-2,Lvl-3,Lvl-4,Lvl-5,Lvl-6,Lvl-7,Lvl-8
47525,2021,2021S050624330,Census agglomeration part,Campbellton (Quebec part),"    $100,000 and over",35.0,25.0,10.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over",,,,,,
47526,2021,2021S050624330,Census agglomeration part,Campbellton (Quebec part),"      $100,000 to $149,999",30.0,20.0,10.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$100,000 to $149,999",,,,,
47527,2021,2021S050624330,Census agglomeration part,Campbellton (Quebec part),"      $150,000 and over",5.0,5.0,0.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$150,000 and over",,,,,
48884,2021,2021S050624330,Census agglomeration part,Campbellton (Quebec part),Total - Immigrant status and period of immigration for the population in private households - 25% sample data,1320.0,660.0,660.0,0.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,,,,,,,,
48885,2021,2021S050624330,Census agglomeration part,Campbellton (Quebec part),  Non-immigrants,1305.0,655.0,660.0,1.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Non-immigrants,,,,,,,
48886,2021,2021S050624330,Census agglomeration part,Campbellton (Quebec part),  Immigrants,10.0,10.0,0.0,1.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,,,,,,,
48887,2021,2021S050624330,Census agglomeration part,Campbellton (Quebec part),    Before 1980,10.0,0.0,0.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,Before 1980,,,,,,
48888,2021,2021S050624330,Census agglomeration part,Campbellton (Quebec part),    1980 to 1990,0.0,0.0,0.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,1980 to 1990,,,,,,
48889,2021,2021S050624330,Census agglomeration part,Campbellton (Quebec part),    1991 to 2000,0.0,0.0,0.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,1991 to 2000,,,,,,
48890,2021,2021S050624330,Census agglomeration part,Campbellton (Quebec part),    2001 to 2010,0.0,0.0,0.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2001 to 2010,,,,,,
48891,2021,2021S050624330,Census agglomeration part,Campbellton (Quebec part),    2011 to 2021,0.0,0.0,0.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2011 to 2021,,,,,,
48892,2021,2021S050624330,Census agglomeration part,Campbellton (Quebec part),      2011 to 2015,0.0,0.0,0.0,3.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2011 to 2021,2011 to 2015,,,,,
48893,2021,2021S050624330,Census agglomeration part,Campbellton (Quebec part),      2016 to 2021,0.0,0.0,0.0,3.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2011 to 2021,2016 to 2021,,,,,
48894,2021,2021S050624330,Census agglomeration part,Campbellton (Quebec part),  Non-permanent residents,0.0,0.0,0.0,1.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Non-permanent residents,,,,,,,
49996,2021,2021S0504335,Census agglomeration,Edmundston,Total - Age groups of the population - 100% data,22145.0,10790.0,11350.0,0.0,Total - Age groups of the population - 100% data,,,,,,,,
49997,2021,2021S0504335,Census agglomeration,Edmundston,  0 to 14 years,2580.0,1320.0,1255.0,1.0,Total - Age groups of the population - 100% data,0 to 14 years,,,,,,,
49998,2021,2021S0504335,Census agglomeration,Edmundston,    0 to 4 years,715.0,360.0,350.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,0 to 4 years,,,,,,
49999,2021,2021S0504335,Census agglomeration,Edmundston,    5 to 9 years,840.0,450.0,390.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,5 to 9 years,,,,,,
50000,2021,2021S0504335,Census agglomeration,Edmundston,    10 to 14 years,1030.0,515.0,515.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,10 to 14 years,,,,,,
50001,2021,2021S0504335,Census agglomeration,Edmundston,  15 to 64 years,13160.0,6580.0,6585.0,1.0,Total - Age groups of the population - 100% data,15 to 64 years,,,,,,,
50002,2021,2021S0504335,Census agglomeration,Edmundston,    15 to 19 years,1010.0,520.0,495.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,15 to 19 years,,,,,,
50003,2021,2021S0504335,Census agglomeration,Edmundston,    20 to 24 years,950.0,475.0,480.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,20 to 24 years,,,,,,
50004,2021,2021S0504335,Census agglomeration,Edmundston,    25 to 29 years,955.0,475.0,485.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,25 to 29 years,,,,,,
50005,2021,2021S0504335,Census agglomeration,Edmundston,    30 to 34 years,1010.0,515.0,490.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,30 to 34 years,,,,,,
50006,2021,2021S0504335,Census agglomeration,Edmundston,    35 to 39 years,1150.0,595.0,560.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,35 to 39 years,,,,,,
50007,2021,2021S0504335,Census agglomeration,Edmundston,    40 to 44 years,1265.0,610.0,650.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,40 to 44 years,,,,,,
50008,2021,2021S0504335,Census agglomeration,Edmundston,    45 to 49 years,1360.0,715.0,640.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,45 to 49 years,,,,,,
50009,2021,2021S0504335,Census agglomeration,Edmundston,    50 to 54 years,1415.0,695.0,725.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,50 to 54 years,,,,,,
50010,2021,2021S0504335,Census agglomeration,Edmundston,    55 to 59 years,1890.0,925.0,960.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,55 to 59 years,,,,,,
50011,2021,2021S0504335,Census agglomeration,Edmundston,    60 to 64 years,2155.0,1045.0,1100.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,60 to 64 years,,,,,,
50012,2021,2021S0504335,Census agglomeration,Edmundston,  65 years and over,6405.0,2895.0,3510.0,1.0,Total - Age groups of the population - 100% data,65 years and over,,,,,,,
50013,2021,2021S0504335,Census agglomeration,Edmundston,    65 to 69 years,2000.0,975.0,1020.0,2.0,Total - Age groups of the population - 100% data,65 years and over,65 to 69 years,,,,,,
50014,2021,2021S0504335,Census agglomeration,Edmundston,    70 to 74 years,1755.0,840.0,915.0,2.0,Total - Age groups of the population - 100% data,65 years and over,70 to 74 years,,,,,,
50015,2021,2021S0504335,Census agglomeration,Edmundston,    75 to 79 years,1090.0,510.0,580.0,2.0,Total - Age groups of the population - 100% data,65 years and over,75 to 79 years,,,,,,
50016,2021,2021S0504335,Census agglomeration,Edmundston,    80 to 84 years,740.0,295.0,445.0,2.0,Total - Age groups of the population - 100% data,65 years and over,80 to 84 years,,,,,,
50017,2021,2021S0504335,Census agglomeration,Edmundston,    85 years and over,825.0,275.0,550.0,2.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,,,,,,
50018,2021,2021S0504335,Census agglomeration,Edmundston,      85 to 89 years,445.0,180.0,270.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,85 to 89 years,,,,,
50019,2021,2021S0504335,Census agglomeration,Edmundston,      90 to 94 years,250.0,80.0,170.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,90 to 94 years,,,,,
50020,2021,2021S0504335,Census agglomeration,Edmundston,      95 to 99 years,110.0,15.0,90.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,95 to 99 years,,,,,
50021,2021,2021S0504335,Census agglomeration,Edmundston,      100 years and over,20.0,5.0,25.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,100 years and over,,,,,
50029,2021,2021S0504335,Census agglomeration,Edmundston,Total - Occupied private dwellings by structural type of dwelling - 100% data,10265.0,,,0.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,,,
50030,2021,2021S0504335,Census agglomeration,Edmundston,  Single-detached house,6805.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,,,
50031,2021,2021S0504335,Census agglomeration,Edmundston,  Semi-detached house,340.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Semi-detached house,,,,,,,
50032,2021,2021S0504335,Census agglomeration,Edmundston,  Row house,260.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Row house,,,,,,,
50033,2021,2021S0504335,Census agglomeration,Edmundston,  Apartment or flat in a duplex,615.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment or flat in a duplex,,,,,,,
50034,2021,2021S0504335,Census agglomeration,Edmundston,  Apartment in a building that has fewer than five storeys,1725.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has fewer than five storeys,,,,,,,
50035,2021,2021S0504335,Census agglomeration,Edmundston,  Apartment in a building that has five or more storeys,125.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,,,
50036,2021,2021S0504335,Census agglomeration,Edmundston,  Other single-attached house,40.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other single-attached house,,,,,,,
50037,2021,2021S0504335,Census agglomeration,Edmundston,  Movable dwelling,355.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,,,
50046,2021,2021S0504335,Census agglomeration,Edmundston,Total - Marital status for the total population aged 15 years and over - 100% data,19565.0,9470.0,10095.0,0.0,Total - Marital status for the total population aged 15 years and over - 100% data,,,,,,,,
50047,2021,2021S0504335,Census agglomeration,Edmundston,  Married or living common-law,11075.0,5525.0,5555.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,,,,,,,
50048,2021,2021S0504335,Census agglomeration,Edmundston,    Married,7465.0,3730.0,3735.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Married,,,,,,
50049,2021,2021S0504335,Census agglomeration,Edmundston,    Living common-law,3610.0,1795.0,1815.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,,,,,,
50050,2021,2021S0504335,Census agglomeration,Edmundston,      Living common law - Never married,2660.0,1315.0,1345.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Never married,,,,,
50051,2021,2021S0504335,Census agglomeration,Edmundston,      Living common law - Separated,245.0,135.0,115.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Separated,,,,,
50052,2021,2021S0504335,Census agglomeration,Edmundston,      Living common law - Divorced,595.0,315.0,285.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Divorced,,,,,
50053,2021,2021S0504335,Census agglomeration,Edmundston,      Living common law - Widowed,105.0,40.0,65.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Widowed,,,,,
50054,2021,2021S0504335,Census agglomeration,Edmundston,  Not married and not living common-law,8490.0,3945.0,4545.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,,,,,,,
50055,2021,2021S0504335,Census agglomeration,Edmundston,    Not married and not living common law - Never married,4895.0,2700.0,2195.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Never married,,,,,,
50056,2021,2021S0504335,Census agglomeration,Edmundston,    Not married and not living common law - Separated,730.0,325.0,400.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Separated,,,,,,
50057,2021,2021S0504335,Census agglomeration,Edmundston,    Not married and not living common law - Divorced,1110.0,505.0,605.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Divorced,,,,,,
50058,2021,2021S0504335,Census agglomeration,Edmundston,    Not married and not living common law - Widowed,1755.0,410.0,1340.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Widowed,,,,,,
50066,2021,2021S0504335,Census agglomeration,Edmundston,Total number of census families in private households - 100% data,6280.0,,,0.0,Total number of census families in private households - 100% data,,,,,,,,
50067,2021,2021S0504335,Census agglomeration,Edmundston,  Total couple families,5415.0,,,1.0,Total number of census families in private households - 100% data,Total couple families,,,,,,,
50068,2021,2021S0504335,Census agglomeration,Edmundston,    Married couples,3615.0,,,2.0,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,,,
50069,2021,2021S0504335,Census agglomeration,Edmundston,      With children,1145.0,,,3.0,Total number of census families in private households - 100% data,Total couple families,Married couples,With children,,,,,
50070,2021,2021S0504335,Census agglomeration,Edmundston,      Without children,2470.0,,,3.0,Total number of census families in private households - 100% data,Total couple families,Married couples,Without children,,,,,
50071,2021,2021S0504335,Census agglomeration,Edmundston,    Common-law couples,1800.0,,,2.0,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,,,
50072,2021,2021S0504335,Census agglomeration,Edmundston,      With children,865.0,,,3.0,Total number of census families in private households - 100% data,Total couple families,Common-law couples,With children,,,,,
50073,2021,2021S0504335,Census agglomeration,Edmundston,      Without children,935.0,,,3.0,Total number of census families in private households - 100% data,Total couple families,Common-law couples,Without children,,,,,
50074,2021,2021S0504335,Census agglomeration,Edmundston,  Total one-parent families,865.0,,,1.0,Total number of census families in private households - 100% data,Total one-parent families,,,,,,,
50075,2021,2021S0504335,Census agglomeration,Edmundston,    in which the parent is a woman+,640.0,,,2.0,Total number of census families in private households - 100% data,Total one-parent families,in which the parent is a woman+,,,,,,
50076,2021,2021S0504335,Census agglomeration,Edmundston,    in which the parent is a man+,230.0,,,2.0,Total number of census families in private households - 100% data,Total one-parent families,in which the parent is a man+,,,,,,
50143,2021,2021S0504335,Census agglomeration,Edmundston,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,18360.0,8965.0,9400.0,0.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,,,,,,,,
50144,2021,2021S0504335,Census agglomeration,Edmundston,  Without total income,305.0,135.0,170.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,Without total income,,,,,,,
50145,2021,2021S0504335,Census agglomeration,Edmundston,  With total income,18060.0,8830.0,9225.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,,,,,,,
50146,2021,2021S0504335,Census agglomeration,Edmundston,"    Under $10,000 (including loss)",1265.0,470.0,790.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"Under $10,000 (including loss)",,,,,,
50147,2021,2021S0504335,Census agglomeration,Edmundston,"    $10,000 to $19,999",2520.0,905.0,1615.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$10,000 to $19,999",,,,,,
50148,2021,2021S0504335,Census agglomeration,Edmundston,"    $20,000 to $29,999",3460.0,1445.0,2020.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$20,000 to $29,999",,,,,,
50149,2021,2021S0504335,Census agglomeration,Edmundston,"    $30,000 to $39,999",2830.0,1315.0,1510.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$30,000 to $39,999",,,,,,
50150,2021,2021S0504335,Census agglomeration,Edmundston,"    $40,000 to $49,999",2525.0,1310.0,1215.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$40,000 to $49,999",,,,,,
50151,2021,2021S0504335,Census agglomeration,Edmundston,"    $50,000 to $59,999",1725.0,1020.0,705.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$50,000 to $59,999",,,,,,
50152,2021,2021S0504335,Census agglomeration,Edmundston,"    $60,000 to $69,999",1075.0,680.0,390.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$60,000 to $69,999",,,,,,
50153,2021,2021S0504335,Census agglomeration,Edmundston,"    $70,000 to $79,999",820.0,500.0,325.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$70,000 to $79,999",,,,,,
50154,2021,2021S0504335,Census agglomeration,Edmundston,"    $80,000 to $89,999",635.0,325.0,315.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$80,000 to $89,999",,,,,,
50155,2021,2021S0504335,Census agglomeration,Edmundston,"    $90,000 to $99,999",330.0,210.0,120.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$90,000 to $99,999",,,,,,
50156,2021,2021S0504335,Census agglomeration,Edmundston,"    $100,000 and over",865.0,650.0,220.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over",,,,,,
50157,2021,2021S0504335,Census agglomeration,Edmundston,"      $100,000 to $149,999",640.0,475.0,160.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$100,000 to $149,999",,,,,
50158,2021,2021S0504335,Census agglomeration,Edmundston,"      $150,000 and over",225.0,175.0,55.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$150,000 and over",,,,,
51515,2021,2021S0504335,Census agglomeration,Edmundston,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,20930.0,10220.0,10710.0,0.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,,,,,,,,
51516,2021,2021S0504335,Census agglomeration,Edmundston,  Non-immigrants,19915.0,9700.0,10215.0,1.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Non-immigrants,,,,,,,
51517,2021,2021S0504335,Census agglomeration,Edmundston,  Immigrants,715.0,325.0,390.0,1.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,,,,,,,
51518,2021,2021S0504335,Census agglomeration,Edmundston,    Before 1980,215.0,80.0,135.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,Before 1980,,,,,,
51519,2021,2021S0504335,Census agglomeration,Edmundston,    1980 to 1990,35.0,20.0,15.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,1980 to 1990,,,,,,
51520,2021,2021S0504335,Census agglomeration,Edmundston,    1991 to 2000,55.0,25.0,30.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,1991 to 2000,,,,,,
51521,2021,2021S0504335,Census agglomeration,Edmundston,    2001 to 2010,100.0,45.0,50.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2001 to 2010,,,,,,
51522,2021,2021S0504335,Census agglomeration,Edmundston,    2011 to 2021,310.0,155.0,155.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2011 to 2021,,,,,,
51523,2021,2021S0504335,Census agglomeration,Edmundston,      2011 to 2015,65.0,25.0,40.0,3.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2011 to 2021,2011 to 2015,,,,,
51524,2021,2021S0504335,Census agglomeration,Edmundston,      2016 to 2021,245.0,130.0,115.0,3.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2011 to 2021,2016 to 2021,,,,,
51525,2021,2021S0504335,Census agglomeration,Edmundston,  Non-permanent residents,295.0,195.0,105.0,1.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Non-permanent residents,,,,,,,
52627,2021,2021S0504403,Census agglomeration,Matane,Total - Age groups of the population - 100% data,18475.0,9225.0,9245.0,0.0,Total - Age groups of the population - 100% data,,,,,,,,
52628,2021,2021S0504403,Census agglomeration,Matane,  0 to 14 years,2370.0,1180.0,1190.0,1.0,Total - Age groups of the population - 100% data,0 to 14 years,,,,,,,
52629,2021,2021S0504403,Census agglomeration,Matane,    0 to 4 years,645.0,300.0,345.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,0 to 4 years,,,,,,
52630,2021,2021S0504403,Census agglomeration,Matane,    5 to 9 years,820.0,430.0,395.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,5 to 9 years,,,,,,
52631,2021,2021S0504403,Census agglomeration,Matane,    10 to 14 years,905.0,455.0,450.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,10 to 14 years,,,,,,
52632,2021,2021S0504403,Census agglomeration,Matane,  15 to 64 years,10615.0,5380.0,5235.0,1.0,Total - Age groups of the population - 100% data,15 to 64 years,,,,,,,
52633,2021,2021S0504403,Census agglomeration,Matane,    15 to 19 years,845.0,450.0,390.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,15 to 19 years,,,,,,
52634,2021,2021S0504403,Census agglomeration,Matane,    20 to 24 years,845.0,475.0,360.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,20 to 24 years,,,,,,
52635,2021,2021S0504403,Census agglomeration,Matane,    25 to 29 years,740.0,385.0,355.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,25 to 29 years,,,,,,
52636,2021,2021S0504403,Census agglomeration,Matane,    30 to 34 years,865.0,435.0,430.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,30 to 34 years,,,,,,
52637,2021,2021S0504403,Census agglomeration,Matane,    35 to 39 years,925.0,460.0,460.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,35 to 39 years,,,,,,
52638,2021,2021S0504403,Census agglomeration,Matane,    40 to 44 years,1090.0,565.0,530.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,40 to 44 years,,,,,,
52639,2021,2021S0504403,Census agglomeration,Matane,    45 to 49 years,1015.0,500.0,510.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,45 to 49 years,,,,,,
52640,2021,2021S0504403,Census agglomeration,Matane,    50 to 54 years,970.0,490.0,485.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,50 to 54 years,,,,,,
52641,2021,2021S0504403,Census agglomeration,Matane,    55 to 59 years,1495.0,735.0,765.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,55 to 59 years,,,,,,
52642,2021,2021S0504403,Census agglomeration,Matane,    60 to 64 years,1830.0,880.0,945.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,60 to 64 years,,,,,,
52643,2021,2021S0504403,Census agglomeration,Matane,  65 years and over,5490.0,2665.0,2825.0,1.0,Total - Age groups of the population - 100% data,65 years and over,,,,,,,
52644,2021,2021S0504403,Census agglomeration,Matane,    65 to 69 years,1720.0,845.0,875.0,2.0,Total - Age groups of the population - 100% data,65 years and over,65 to 69 years,,,,,,
52645,2021,2021S0504403,Census agglomeration,Matane,    70 to 74 years,1545.0,785.0,765.0,2.0,Total - Age groups of the population - 100% data,65 years and over,70 to 74 years,,,,,,
52646,2021,2021S0504403,Census agglomeration,Matane,    75 to 79 years,1060.0,530.0,530.0,2.0,Total - Age groups of the population - 100% data,65 years and over,75 to 79 years,,,,,,
52647,2021,2021S0504403,Census agglomeration,Matane,    80 to 84 years,605.0,285.0,325.0,2.0,Total - Age groups of the population - 100% data,65 years and over,80 to 84 years,,,,,,
52648,2021,2021S0504403,Census agglomeration,Matane,    85 years and over,555.0,220.0,335.0,2.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,,,,,,
52649,2021,2021S0504403,Census agglomeration,Matane,      85 to 89 years,370.0,165.0,210.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,85 to 89 years,,,,,
52650,2021,2021S0504403,Census agglomeration,Matane,      90 to 94 years,150.0,50.0,95.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,90 to 94 years,,,,,
52651,2021,2021S0504403,Census agglomeration,Matane,      95 to 99 years,30.0,10.0,25.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,95 to 99 years,,,,,
52652,2021,2021S0504403,Census agglomeration,Matane,      100 years and over,5.0,0.0,5.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,100 years and over,,,,,
52660,2021,2021S0504403,Census agglomeration,Matane,Total - Occupied private dwellings by structural type of dwelling - 100% data,9175.0,,,0.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,,,
52661,2021,2021S0504403,Census agglomeration,Matane,  Single-detached house,5860.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,,,
52662,2021,2021S0504403,Census agglomeration,Matane,  Semi-detached house,395.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Semi-detached house,,,,,,,
52663,2021,2021S0504403,Census agglomeration,Matane,  Row house,100.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Row house,,,,,,,
52664,2021,2021S0504403,Census agglomeration,Matane,  Apartment or flat in a duplex,570.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment or flat in a duplex,,,,,,,
52665,2021,2021S0504403,Census agglomeration,Matane,  Apartment in a building that has fewer than five storeys,1995.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has fewer than five storeys,,,,,,,
52666,2021,2021S0504403,Census agglomeration,Matane,  Apartment in a building that has five or more storeys,10.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,,,
52667,2021,2021S0504403,Census agglomeration,Matane,  Other single-attached house,40.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other single-attached house,,,,,,,
52668,2021,2021S0504403,Census agglomeration,Matane,  Movable dwelling,195.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,,,
52677,2021,2021S0504403,Census agglomeration,Matane,Total - Marital status for the total population aged 15 years and over - 100% data,16105.0,8050.0,8060.0,0.0,Total - Marital status for the total population aged 15 years and over - 100% data,,,,,,,,
52678,2021,2021S0504403,Census agglomeration,Matane,  Married or living common-law,9050.0,4555.0,4490.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,,,,,,,
52679,2021,2021S0504403,Census agglomeration,Matane,    Married,4645.0,2365.0,2280.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Married,,,,,,
52680,2021,2021S0504403,Census agglomeration,Matane,    Living common-law,4400.0,2190.0,2210.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,,,,,,
52681,2021,2021S0504403,Census agglomeration,Matane,      Living common law - Never married,3610.0,1800.0,1810.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Never married,,,,,
52682,2021,2021S0504403,Census agglomeration,Matane,      Living common law - Separated,25.0,15.0,15.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Separated,,,,,
52683,2021,2021S0504403,Census agglomeration,Matane,      Living common law - Divorced,660.0,335.0,320.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Divorced,,,,,
52684,2021,2021S0504403,Census agglomeration,Matane,      Living common law - Widowed,105.0,45.0,65.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Widowed,,,,,
